#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resource Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
# 
# Support Contact: nrcsprod@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 366: Brighton, UT
# 
# Data items provided in this file:
#
# Element Name                Value Type                Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       Median (1981-2010)        None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Water Equivalent       % of median (1981-2010)   None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Snow Depth                  Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Precipitation Accumulation  Value                     None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  Average (1981-2010)       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Precipitation Accumulation  % of average (1981-2010)  None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value                     None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Brighton (366) 
# Utah  SNOTEL Site - 8766 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Oct 22, 2018 8:11:38 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Median Snow Water Equivalent (1981-2010) (in) Start of Day Values,Snow Water Equivalent % of Median (1981-2010),Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Average Precipitation Accumulation (1981-2010) (in) Start of Day Values,Precipitation Accumulation % of Average (1981-2010),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF)
2003-05-11,12.7,14.8,86,35,24.9,31.9,78,,,
2003-05-12,12.5,14.2,88,35,25.0,32.1,78,,,
2003-05-13,11.6,13.5,86,33,25.1,32.2,78,,,
2003-05-14,10.5,12.9,81,30,25.1,32.3,78,,,
2003-05-15,9.5,12.3,77,28,25.1,32.4,77,,,
2003-05-16,7.7,11.8,65,22,25.1,32.5,77,,,
2003-05-17,6.2,11.1,56,20,25.1,32.5,77,,,
2003-05-18,5.3,10.4,51,16,25.1,32.6,77,,,
2003-05-19,3.8,9.5,40,15,25.1,32.6,77,,,
2003-05-20,2.5,8.2,30,12,25.1,32.7,77,,,
2003-05-21,1.7,6.9,25,8,25.1,32.7,77,,,
2003-05-22,0.7,5.7,12,3,25.1,32.8,77,,,
2003-05-23,0.0,4.5,0,0,25.1,32.9,76,,,
2003-05-24,0.0,3.3,0,0,25.1,33.0,76,,,
2003-05-25,0.0,2.2,0,0,25.1,33.1,76,,,
2003-05-26,0.0,1.4,0,0,25.1,33.2,76,,,
2003-05-27,0.0,0.7,0,0,25.1,33.4,75,,,
2003-05-28,0.0,0.3,0,0,25.1,33.4,75,,,
2003-05-29,0.0,0.1,0,0,25.1,33.4,75,,,
2003-05-30,0.0,0.0,,0,25.1,33.5,75,,,
2003-05-31,0.0,0.0,,0,25.1,33.6,75,,,
2003-06-01,0.0,0.0,,0,25.1,33.7,74,,,
2003-06-02,0.0,0.0,,0,25.1,33.8,74,,,
2003-06-03,0.0,0.0,,0,25.1,33.9,74,,,
2003-06-04,0.0,0.0,,0,25.1,34.0,74,,,
2003-06-05,0.0,0.0,,0,25.1,34.1,74,,,
2003-06-06,0.0,0.0,,0,25.1,34.2,73,,,
2003-06-07,0.0,0.0,,0,25.1,34.3,73,,,
2003-06-08,0.0,0.0,,0,25.1,34.4,73,,,
2003-06-09,0.0,0.0,,0,25.1,34.5,73,,,
2003-06-10,0.0,0.0,,0,25.1,34.7,72,,,
2003-06-11,0.0,0.0,,0,25.1,34.8,72,,,
2003-06-12,0.0,0.0,,0,25.1,34.9,72,,,
2003-06-13,0.0,0.0,,0,25.1,35.0,72,,,
2003-06-14,0.0,0.0,,0,25.1,35.1,72,,,
2003-06-15,0.0,0.0,,0,25.1,35.1,72,,,
2003-06-16,0.0,0.0,,0,25.1,35.2,71,,,
2003-06-17,0.0,0.0,,0,25.4,35.2,72,,,
2003-06-18,0.0,0.0,,0,25.4,35.3,72,,,
2003-06-19,0.0,0.0,,0,25.7,35.4,73,,,
2003-06-20,0.0,0.0,,0,25.7,35.4,73,,,
2003-06-21,0.0,0.0,,0,25.7,35.4,73,,,
2003-06-22,0.0,0.0,,0,26.4,35.5,74,,,
2003-06-23,0.0,0.0,,0,26.9,35.5,76,,,
2003-06-24,0.0,0.0,,0,28.1,35.6,79,,,
2003-06-25,0.0,0.0,,0,28.4,35.6,80,,,
2003-06-26,0.0,0.0,,0,28.4,35.6,80,,,
2003-06-27,0.0,0.0,,0,28.4,35.6,80,,,
2003-06-28,0.0,0.0,,0,28.4,35.6,80,,,
2003-06-29,0.0,0.0,,0,28.4,35.6,80,,,
2003-06-30,0.0,0.0,,0,28.4,35.7,80,,,
2003-07-01,0.0,0.0,,0,28.4,35.7,80,,,
2003-07-02,0.0,0.0,,0,28.4,35.7,80,,,
2003-07-03,0.0,0.0,,0,28.4,35.7,80,,,
2003-07-04,0.0,0.0,,0,28.4,35.8,79,,,
2003-07-05,0.0,0.0,,0,28.4,35.8,79,,,
2003-07-06,0.0,0.0,,0,28.4,35.8,79,,,
2003-07-07,0.0,0.0,,0,28.4,35.8,79,,,
2003-07-08,0.0,0.0,,0,28.4,35.8,79,,,
2003-07-09,0.0,0.0,,0,28.4,35.9,79,,,
2003-07-10,0.0,0.0,,0,28.4,35.9,79,,,
2003-07-11,0.0,0.0,,0,28.4,35.9,79,,,
2003-07-12,0.0,0.0,,0,28.4,36.0,79,,,
2003-07-13,0.0,0.0,,0,28.4,36.0,79,,,
2003-07-14,0.0,0.0,,0,28.4,36.0,79,,,
2003-07-15,0.0,0.0,,0,28.4,36.1,79,,,
2003-07-16,0.0,0.0,,0,28.4,36.1,79,,,
2003-07-17,0.0,0.0,,0,28.4,36.2,78,,,
2003-07-18,0.0,0.0,,0,28.4,36.3,78,,,
2003-07-19,0.0,0.0,,0,28.4,36.3,78,,,
2003-07-20,0.0,0.0,,0,28.4,36.3,78,,,
2003-07-21,0.0,0.0,,0,28.4,36.4,78,,,
2003-07-22,0.0,0.0,,0,28.4,36.4,78,,,
2003-07-23,0.0,0.0,,0,28.4,36.5,78,,,
2003-07-24,0.0,0.0,,0,28.4,36.6,78,,,
2003-07-25,0.0,0.0,,0,28.6,36.6,78,,,
2003-07-26,0.0,0.0,,0,28.6,36.7,78,,,
2003-07-27,0.0,0.0,,0,28.6,36.8,78,,,
2003-07-28,0.0,0.0,,0,28.6,36.8,78,,,
2003-07-29,0.0,0.0,,0,28.6,36.8,78,,,
2003-07-30,0.0,0.0,,0,28.6,36.9,78,,,
2003-07-31,0.0,0.0,,0,28.7,36.9,78,,,
2003-08-01,0.0,0.0,,0,28.7,36.9,78,,,
2003-08-02,0.0,0.0,,0,28.7,37.0,78,,,
2003-08-03,0.0,0.0,,0,28.7,37.1,77,,,
2003-08-04,0.0,0.0,,0,28.7,37.1,77,,,
2003-08-05,0.0,0.0,,0,28.7,37.2,77,,,
2003-08-06,0.0,0.0,,0,28.7,37.3,77,,,
2003-08-07,0.0,0.0,,0,28.7,37.3,77,,,
2003-08-08,0.0,0.0,,0,28.7,37.3,77,,,
2003-08-09,0.0,0.0,,0,28.7,37.4,77,,,
2003-08-10,0.0,0.0,,0,28.7,37.4,77,,,
2003-08-11,0.0,0.0,,0,28.7,37.5,77,,,
2003-08-12,0.0,0.0,,0,28.7,37.6,76,,,
2003-08-13,0.0,0.0,,0,28.7,37.6,76,,,
2003-08-14,0.0,0.0,,0,28.7,37.7,76,,,
2003-08-15,0.0,0.0,,0,28.8,37.7,76,,,
2003-08-16,0.0,0.0,,0,28.8,37.8,76,,,
2003-08-17,0.0,0.0,,0,28.8,37.9,76,,,
2003-08-18,0.0,0.0,,0,28.8,37.9,76,,,
2003-08-19,0.0,0.0,,0,28.8,37.9,76,,,
2003-08-20,0.0,0.0,,0,28.8,38.0,76,,,
2003-08-21,0.0,0.0,,0,28.8,38.1,76,,,
2003-08-22,0.0,0.0,,0,29.0,38.2,76,,,
2003-08-23,0.0,0.0,,0,29.4,38.3,77,,,
2003-08-24,0.0,0.0,,0,29.4,38.4,77,,,
2003-08-25,0.0,0.0,,0,29.5,38.4,77,,,
2003-08-26,0.0,0.0,,0,29.6,38.5,77,,,
2003-08-27,0.0,0.0,,0,29.6,38.5,77,,,
2003-08-28,0.0,0.0,,0,29.6,38.5,77,,,
2003-08-29,0.0,0.0,,0,29.6,38.6,77,,,
2003-08-30,0.0,0.0,,0,30.1,38.6,78,,,
2003-08-31,0.0,0.0,,0,30.1,38.7,78,,,
2003-09-01,0.0,0.0,,0,30.1,38.8,78,,,
2003-09-02,0.0,0.0,,0,30.1,38.9,77,,,
2003-09-03,0.0,0.0,,0,30.2,38.9,78,,,
2003-09-04,0.0,0.0,,0,30.2,39.0,77,,,
2003-09-05,0.0,0.0,,0,30.2,39.1,77,,,
2003-09-06,0.0,0.0,,0,30.2,39.1,77,,,
2003-09-07,0.0,0.0,,0,30.2,39.2,77,,,
2003-09-08,0.0,0.0,,0,30.4,39.3,77,,,
2003-09-09,0.0,0.0,,0,30.5,39.3,78,,,
2003-09-10,0.0,0.0,,0,31.1,39.4,79,,,
2003-09-11,0.0,0.0,,0,31.9,39.5,81,,,
2003-09-12,0.0,0.0,,0,31.9,39.5,81,,,
2003-09-13,0.0,0.0,,0,31.9,39.5,81,,,
2003-09-14,0.0,0.0,,0,31.9,39.6,81,,,
2003-09-15,0.0,0.0,,0,32.0,39.7,81,,,
2003-09-16,0.0,0.0,,0,32.0,39.8,80,,,
2003-09-17,0.0,0.0,,0,32.0,39.9,80,,,
2003-09-18,0.0,0.0,,0,32.0,40.0,80,,,
2003-09-19,0.0,0.0,,0,32.0,40.1,80,,,
2003-09-20,0.0,0.0,,0,32.0,40.2,80,,,
2003-09-21,0.0,0.0,,0,32.0,40.2,80,,,
2003-09-22,0.0,0.0,,0,32.0,40.3,79,,,
2003-09-23,0.0,0.0,,0,32.0,40.4,79,,,
2003-09-24,0.0,0.0,,0,32.0,40.5,79,,,
2003-09-25,0.0,0.0,,0,32.0,40.5,79,,,
2003-09-26,0.0,0.0,,0,32.0,40.6,79,,,
2003-09-27,0.0,0.0,,0,32.0,40.6,79,,,
2003-09-28,0.0,0.0,,0,32.0,40.6,79,,,
2003-09-29,0.0,0.0,,0,32.0,40.6,79,,,
2003-09-30,0.0,0.0,,0,32.1,40.8,79,,,
2003-10-01,0.0,0.0,,0,0.0,0.0,,,,
2003-10-02,0.0,0.0,,0,0.1,0.1,100,,,
2003-10-03,0.0,0.0,,0,0.1,0.2,50,,,
2003-10-04,0.0,0.0,,0,0.1,0.3,33,,,
2003-10-05,0.0,0.0,,0,0.1,0.4,25,,,
2003-10-06,0.0,0.0,,0,0.1,0.6,17,,,
2003-10-07,0.0,0.0,,0,0.1,0.7,14,,,
2003-10-08,0.0,0.0,,0,0.1,0.7,14,,,
2003-10-09,0.0,0.0,,0,0.1,0.8,13,,,
2003-10-10,0.0,0.0,,0,0.1,0.8,13,,,
2003-10-11,0.0,0.0,,0,0.1,0.9,11,,,
2003-10-12,0.0,0.0,,0,0.1,1.0,10,,,
2003-10-13,0.0,0.0,,0,0.1,1.1,9,,,
2003-10-14,0.0,0.0,,0,0.1,1.1,9,,,
2003-10-15,0.0,0.0,,0,0.1,1.2,8,,,
2003-10-16,0.0,0.0,,0,0.1,1.3,8,,,
2003-10-17,0.0,0.0,,0,0.1,1.4,7,,,
2003-10-18,0.0,0.0,,0,0.1,1.5,7,,,
2003-10-19,0.0,0.0,,0,0.1,1.7,6,,,
2003-10-20,0.0,0.0,,0,0.1,1.8,6,,,
2003-10-21,0.0,0.0,,0,0.1,2.0,5,,,
2003-10-22,0.0,0.0,,0,0.1,2.1,5,,,
2003-10-23,0.0,0.0,,0,0.1,2.1,5,,,
2003-10-24,0.0,0.0,,0,0.1,2.3,4,,,
2003-10-25,0.0,0.0,,0,0.1,2.4,4,,,
2003-10-26,0.0,0.0,,0,0.1,2.5,4,,,
2003-10-27,0.0,0.0,,0,0.1,2.6,4,,,
2003-10-28,0.0,0.1,0,0,0.1,2.7,4,,,
2003-10-29,0.0,0.2,0,0,0.1,2.8,4,,,
2003-10-30,0.0,0.2,0,0,0.1,2.9,3,,,
2003-10-31,0.0,0.4,0,0,0.4,3.1,13,,,
2003-11-01,0.7,0.5,140,9,0.7,3.3,21,,,
2003-11-02,0.9,0.6,150,13,1.1,3.5,31,,,
2003-11-03,0.9,0.7,129,9,1.7,3.7,46,,,
2003-11-04,1.3,0.8,163,14,1.9,3.8,50,,,
2003-11-05,1.5,1.0,150,15,2.5,3.9,64,,,
2003-11-06,1.5,1.1,136,15,2.7,4.1,66,,,
2003-11-07,1.5,1.3,115,14,2.7,4.2,64,,,
2003-11-08,1.5,1.4,107,10,2.9,4.3,67,,,
2003-11-09,1.5,1.6,94,11,2.9,4.5,64,,,
2003-11-10,1.9,1.7,112,13,3.3,4.7,70,,,
2003-11-11,2.0,1.9,105,11,3.6,4.8,75,,,
2003-11-12,2.0,2.0,100,12,3.6,4.9,73,,,
2003-11-13,2.0,2.2,91,12,3.6,5.0,72,,,
2003-11-14,3.2,2.3,139,24,4.4,5.2,85,,,
2003-11-15,3.2,2.4,133,21,4.9,5.4,91,,,
2003-11-16,3.2,2.5,128,23,5.1,5.4,94,,,
2003-11-17,3.5,2.7,130,25,5.4,5.5,98,,,
2003-11-18,5.1,2.8,182,33,6.2,5.7,109,,,
2003-11-19,5.1,2.9,176,29,6.4,5.9,108,,,
2003-11-20,5.1,3.0,170,27,6.5,5.9,110,,,
2003-11-21,5.1,3.2,159,26,6.5,6.1,107,,,
2003-11-22,5.1,3.3,155,26,6.6,6.2,106,,,
2003-11-23,5.2,3.4,153,27,6.7,6.4,105,,,
2003-11-24,5.2,3.5,149,27,6.8,6.6,103,,,
2003-11-25,5.2,3.6,144,25,6.8,6.7,101,,,
2003-11-26,5.3,3.7,143,27,6.9,6.9,100,,,
2003-11-27,6.0,3.9,154,34,7.3,7.1,103,,,
2003-11-28,6.0,4.0,150,33,7.5,7.3,103,,,
2003-11-29,6.1,4.1,149,30,7.7,7.4,104,,,
2003-11-30,6.2,4.3,144,26,7.7,7.6,101,,,
2003-12-01,6.2,4.5,138,27,7.7,7.6,101,,,
2003-12-02,6.1,4.6,133,25,7.7,7.8,99,,,
2003-12-03,6.0,4.7,128,25,7.7,7.9,97,,,
2003-12-04,6.0,4.8,125,25,7.7,8.0,96,,,
2003-12-05,6.0,4.9,122,25,7.7,8.2,94,,,
2003-12-06,6.0,5.0,120,22,7.8,8.3,94,,,
2003-12-07,6.0,5.0,120,21,7.9,8.5,93,,,
2003-12-08,6.3,5.1,124,30,8.2,8.7,94,,,
2003-12-09,6.5,5.2,125,27,8.2,8.9,92,,,
2003-12-10,6.5,5.2,125,27,8.6,9.0,96,,,
2003-12-11,6.5,5.4,120,27,8.6,9.1,95,,,
2003-12-12,6.5,5.6,116,24,8.6,9.3,92,,,
2003-12-13,6.5,5.8,112,28,8.6,9.4,91,,,
2003-12-14,6.8,6.0,113,27,8.9,9.7,92,,,
2003-12-15,7.1,6.3,113,35,9.1,9.8,93,,,
2003-12-16,7.2,6.5,111,33,9.2,9.9,93,,,
2003-12-17,7.3,6.8,107,28,9.4,10.0,94,,,
2003-12-18,7.4,7.0,106,30,9.5,10.2,93,,,
2003-12-19,7.4,7.1,104,29,9.5,10.2,93,,,
2003-12-20,7.4,7.3,101,29,9.5,10.4,91,,,
2003-12-21,7.4,7.5,99,28,9.5,10.5,90,,,
2003-12-22,7.8,7.6,103,35,9.7,10.6,92,,,
2003-12-23,7.8,7.6,103,34,9.8,10.8,91,,,
2003-12-24,7.8,7.7,101,33,10.0,10.9,92,,,
2003-12-25,7.8,7.8,100,31,10.1,11.0,92,,,
2003-12-26,9.1,7.9,115,44,10.9,11.2,97,,,
2003-12-27,9.8,8.0,123,48,12.2,11.3,108,,,
2003-12-28,9.9,8.1,122,49,12.3,11.4,108,,,
2003-12-29,10.0,8.2,122,48,12.4,11.5,108,,,
2003-12-30,10.6,8.3,128,52,12.7,11.7,109,,,
2003-12-31,11.0,8.3,133,55,13.8,11.9,116,,,
2004-01-01,11.2,8.4,133,51,13.9,12.1,115,,,
2004-01-02,11.4,8.5,134,52,14.6,12.3,119,,,
2004-01-03,11.8,8.6,137,58,15.3,12.6,121,,,
2004-01-04,11.9,8.7,137,52,15.3,12.7,120,,,
2004-01-05,12.0,8.9,135,53,15.3,13.0,118,,,
2004-01-06,12.2,9.1,134,55,15.4,13.3,116,,,
2004-01-07,12.5,9.3,134,51,15.6,13.5,116,,,
2004-01-08,12.7,9.5,134,54,15.7,13.7,115,,,
2004-01-09,12.8,9.6,133,53,16.0,13.8,116,,,
2004-01-10,12.8,9.8,131,51,16.0,14.1,113,,,
2004-01-11,12.8,9.9,129,50,16.0,14.4,111,,,
2004-01-12,12.8,10.0,128,49,16.0,14.7,109,,,
2004-01-13,12.8,10.2,125,48,16.0,14.8,108,,,
2004-01-14,12.8,10.4,123,47,16.0,14.9,107,,,
2004-01-15,12.8,10.5,122,47,16.0,15.0,107,,,
2004-01-16,12.8,10.7,120,47,16.0,15.2,105,,,
2004-01-17,12.8,10.9,117,46,16.0,15.4,104,,,
2004-01-18,12.8,11.0,116,46,16.0,15.5,103,,,
2004-01-19,12.8,11.2,114,46,16.0,15.7,102,,,
2004-01-20,12.8,11.2,114,42,16.0,15.8,101,,,
2004-01-21,12.8,11.4,112,45,16.0,16.0,100,,,
2004-01-22,12.8,11.6,110,45,16.0,16.1,99,,,
2004-01-23,12.8,11.8,108,45,16.0,16.3,98,,,
2004-01-24,12.8,12.1,106,45,16.2,16.4,99,,,
2004-01-25,12.8,12.4,103,47,16.2,16.6,98,,,
2004-01-26,13.0,12.7,102,50,16.3,16.8,97,,,
2004-01-27,13.1,13.0,101,47,16.4,17.0,96,,,
2004-01-28,13.4,13.3,101,50,16.5,17.1,96,,,
2004-01-29,13.5,13.5,100,50,16.7,17.3,97,,,
2004-01-30,13.6,13.5,101,47,16.8,17.4,97,,,
2004-01-31,13.6,13.6,100,52,16.8,17.6,95,,,
2004-02-01,13.6,13.6,100,53,16.8,17.7,95,,,
2004-02-02,13.8,13.7,101,50,17.0,17.8,96,,,
2004-02-03,13.8,13.7,101,51,17.0,17.9,95,,,
2004-02-04,14.0,13.8,101,51,17.1,18.1,94,,,
2004-02-05,14.2,13.9,102,55,17.1,18.1,94,,,
2004-02-06,14.3,14.0,102,56,17.4,18.2,96,,,
2004-02-07,14.3,14.2,101,56,17.6,18.3,96,,,
2004-02-08,14.4,14.3,101,53,17.6,18.4,96,,,
2004-02-09,14.6,14.4,101,55,17.6,18.6,95,,,
2004-02-10,14.6,14.6,100,54,17.8,18.8,95,,,
2004-02-11,14.6,14.7,99,54,17.8,18.9,94,,,
2004-02-12,14.6,14.8,99,55,17.8,19.1,93,,,
2004-02-13,14.6,14.9,98,51,17.8,19.2,93,,,
2004-02-14,14.6,15.0,97,52,17.8,19.4,92,,,
2004-02-15,14.6,15.2,96,52,17.8,19.6,91,,,
2004-02-16,14.6,15.5,94,50,17.8,19.8,90,,,
2004-02-17,14.8,15.7,94,50,18.0,19.9,90,,,
2004-02-18,14.9,16.0,93,51,18.0,20.1,90,,,
2004-02-19,14.9,16.2,92,50,18.0,20.3,89,,,
2004-02-20,15.1,16.4,92,57,18.1,20.5,88,,,
2004-02-21,15.2,16.6,92,54,18.2,20.8,88,,,
2004-02-22,15.3,16.7,92,55,18.2,20.9,87,,,
2004-02-23,15.9,16.8,95,58,18.4,21.1,87,,,
2004-02-24,16.0,16.9,95,58,18.9,21.2,89,,,
2004-02-25,16.1,17.1,94,56,19.0,21.5,88,,,
2004-02-26,16.1,17.3,93,56,19.1,21.6,88,,,
2004-02-27,17.6,17.4,101,69,20.8,21.8,95,,,
2004-02-28,18.1,17.6,103,72,21.0,21.9,96,,,
2004-02-29,18.5,17.7,105,75,21.4,22.0,97,,,
2004-03-01,18.6,17.8,104,76,21.4,22.1,97,,,
2004-03-02,18.7,17.9,104,71,21.8,22.3,98,,,
2004-03-03,18.7,18.0,104,67,21.8,22.3,98,,,
2004-03-04,18.7,18.1,103,69,21.9,22.5,97,,,
2004-03-05,18.9,18.2,104,73,21.9,22.7,96,,,
2004-03-06,19.2,18.3,105,71,22.2,22.9,97,,,
2004-03-07,19.5,18.5,105,73,22.5,23.0,98,,,
2004-03-08,19.6,18.7,105,70,22.5,23.1,97,,,
2004-03-09,19.5,18.8,104,66,22.5,23.2,97,,,
2004-03-10,19.4,19.0,102,64,22.5,23.4,96,,,
2004-03-11,19.3,19.1,101,62,22.5,23.6,95,,,
2004-03-12,19.2,19.3,99,61,22.5,23.7,95,,,
2004-03-13,19.2,19.5,98,60,22.5,23.8,95,,,
2004-03-14,19.2,19.5,98,59,22.5,23.9,94,,,
2004-03-15,19.2,19.6,98,58,22.5,24.1,93,,,
2004-03-16,19.2,19.6,98,57,22.5,24.2,93,,,
2004-03-17,19.1,19.6,97,56,22.5,24.4,92,,,
2004-03-18,18.8,19.7,95,56,22.5,24.6,91,,,
2004-03-19,18.3,19.8,92,53,22.5,24.7,91,,,
2004-03-20,17.7,19.9,89,53,22.5,24.9,90,,,
2004-03-21,17.3,20.0,87,50,22.5,24.9,90,,,
2004-03-22,16.8,20.1,84,48,22.5,25.1,90,,,
2004-03-23,16.2,20.3,80,47,22.5,25.2,89,,,
2004-03-24,15.7,20.4,77,45,22.5,25.4,89,,,
2004-03-25,15.3,20.6,74,44,22.5,25.6,88,,,
2004-03-26,14.9,20.7,72,43,22.5,25.7,88,,,
2004-03-27,15.7,20.9,75,55,23.4,25.8,91,,,
2004-03-28,16.1,21.1,76,54,23.6,26.0,91,,,
2004-03-29,16.2,21.3,76,52,23.8,26.2,91,,,
2004-03-30,16.2,21.6,75,48,23.8,26.4,90,,,
2004-03-31,15.8,21.8,72,45,23.8,26.5,90,,,
2004-04-01,15.4,22.1,70,43,23.8,26.6,89,,,
2004-04-02,15.3,22.4,68,42,24.1,26.8,90,,,
2004-04-03,14.8,22.6,65,41,24.1,27.0,89,,,
2004-04-04,14.5,22.8,64,40,24.1,27.1,89,,,
2004-04-05,13.8,23.0,60,39,24.1,27.3,88,,,
2004-04-06,13.4,23.3,58,37,24.1,27.4,88,,,
2004-04-07,12.9,23.4,55,35,24.1,27.5,88,,,
2004-04-08,12.7,23.5,54,35,24.3,27.7,88,,,
2004-04-09,12.7,23.6,54,34,24.3,27.8,87,,,
2004-04-10,12.8,23.6,54,38,24.7,28.0,88,,,
2004-04-11,13.0,23.5,55,37,24.7,28.1,88,,,
2004-04-12,13.0,23.5,55,36,24.8,28.2,88,,,
2004-04-13,12.7,23.5,54,33,24.8,28.3,88,,,
2004-04-14,12.0,23.4,51,32,24.8,28.3,88,,,
2004-04-15,11.5,23.3,49,31,24.8,28.5,87,,,
2004-04-16,11.4,23.1,49,31,24.9,28.6,87,,,
2004-04-17,11.6,23.0,50,31,25.1,28.7,87,,,
2004-04-18,11.7,22.7,52,34,25.1,28.9,87,,,
2004-04-19,12.2,22.3,55,36,25.6,29.1,88,,,
2004-04-20,12.5,22.0,57,38,25.9,29.2,89,,,
2004-04-21,12.9,21.6,60,38,26.2,29.3,89,,,
2004-04-22,13.1,21.3,62,37,26.7,29.5,91,,,
2004-04-23,13.4,20.9,64,39,26.8,29.6,91,,,
2004-04-24,13.1,20.6,64,37,26.8,29.7,90,,,
2004-04-25,12.9,20.4,63,35,26.8,29.8,90,,,
2004-04-26,12.7,20.2,63,33,26.8,30.0,89,,,
2004-04-27,12.2,20.1,61,30,26.9,30.1,89,,,
2004-04-28,11.1,20.0,56,27,26.9,30.2,89,,,
2004-04-29,10.8,20.1,54,32,26.9,30.4,88,,,
2004-04-30,10.8,20.2,53,29,27.0,30.5,89,,,
2004-05-01,10.5,20.3,52,27,27.1,30.6,89,,,
2004-05-02,9.5,20.3,47,25,27.2,30.8,88,,,
2004-05-03,8.5,20.1,42,22,27.3,30.9,88,,,
2004-05-04,7.1,19.8,36,17,27.3,31.1,88,,,
2004-05-05,5.3,19.4,27,16,27.3,31.3,87,,,
2004-05-06,2.8,18.8,15,13,27.3,31.4,87,,,
2004-05-07,2.4,18.2,13,10,27.3,31.5,87,,,
2004-05-08,1.2,17.4,7,6,27.3,31.7,86,,,
2004-05-09,0.7,16.5,4,1,27.3,31.8,86,,,
2004-05-10,0.4,15.6,3,1,27.3,31.8,86,,,
2004-05-11,0.0,14.8,0,0,27.3,31.9,86,,,
2004-05-12,0.0,14.2,0,0,27.8,32.1,87,,,
2004-05-13,0.0,13.5,0,0,28.0,32.2,87,,,
2004-05-14,0.0,12.9,0,0,28.1,32.3,87,,,
2004-05-15,0.0,12.3,0,0,28.1,32.4,87,,,
2004-05-16,0.0,11.8,0,0,28.1,32.5,86,,,
2004-05-17,0.0,11.1,0,0,28.1,32.5,86,,,
2004-05-18,0.0,10.4,0,0,28.1,32.6,86,,,
2004-05-19,0.0,9.5,0,0,28.1,32.6,86,,,
2004-05-20,0.0,8.2,0,0,28.1,32.7,86,,,
2004-05-21,0.0,6.9,0,0,28.1,32.7,86,,,
2004-05-22,0.0,5.7,0,0,28.1,32.8,86,,,
2004-05-23,0.0,4.5,0,0,28.3,32.9,86,,,
2004-05-24,0.0,3.3,0,0,28.3,33.0,86,,,
2004-05-25,0.0,2.2,0,0,28.5,33.1,86,,,
2004-05-26,0.0,1.4,0,0,28.5,33.2,86,,,
2004-05-27,0.0,0.7,0,0,29.1,33.4,87,,,
2004-05-28,0.0,0.3,0,0,29.1,33.4,87,,,
2004-05-29,0.0,0.1,0,0,29.4,33.4,88,,,
2004-05-30,0.0,0.0,,0,29.9,33.5,89,,,
2004-05-31,0.0,0.0,,0,30.0,33.6,89,,,
2004-06-01,0.0,0.0,,0,30.0,33.7,89,,,
2004-06-02,0.0,0.0,,0,30.0,33.8,89,,,
